participant,time,stim,x,y,AoI
SUM08,2151255.241210937,13-15,1445,698,15_e
SUM08,2204599.241210937,13-15,962,228,13_c
SUM08,2222511.241210937,13-15,1205,460,14_d
SUM08,2248462.241210937,16-20,1486,158,16_d
SUM08,2251542.241210937,16-20,1342,294,17_a
SUM08,2255086.2416992188,16-20,1391,432,18_b
SUM08,2261390.241210937,16-20,1340,569,19_a
SUM08,2272158.2416992188,16-20,1528,700,20_e
SUM08,2273934.241210937,16-20,1526,855,continue
SUM08,2285198.2416992188,21-25,1435,159,21_c
SUM08,2291638.241210937,21-25,1381,295,22_b
SUM08,2302326.241210937,21-25,1331,428,23_a
SUM08,2323174.241210937,21-25,1435,566,24_c
SUM08,2380742.241210937,21-25,1537,706,25_e
SUM08,2381582.241210937,21-25,1519,849,continue
SUM08,2392670.241210937,26-30,1435,164,26_c
SUM08,2407814.241210937,26-30,1527,291,27_e
SUM08,2480414.241210937,26-30,1486,431,28_d
SUM08,2482326.241210937,26-30,1435,560,29_c
SUM08,2484558.241210937,26-30,1439,702,30_c
SUM08,2520845.241210937,31-33,732,269,31_b
SUM08,2524309.241210937,31-33,969,532,32_c
SUM08,2526365.241210937,31-33,725,802,33_b
SUM08,2527621.240722656,31-33,1527,933,continue
SUM08,2531085.241210937,34-36,1204,268,34_d
SUM08,2535949.240722656,34-36,725,538,35_b
SUM08,2541069.241210937,34-36,476,797,36_a
SUM08,2543045.241210937,34-36,1521,928,continue
SUM08,2551013.241210937,37-39,1445,277,37_e
SUM08,2558117.241210937,37-39,1209,539,38_d
SUM08,2566429.240722656,37-39,1449,807,39_e
SUM08,2574541.240722656,37-39,964,790,39_c
SUM08,2577141.241210937,37-39,1519,934,continue
SUM08,2588181.241210937,40-42,485,267,40_a
SUM08,2625285.240722656,40-42,486,531,41_a
SUM08,2644109.241210937,40-42,970,812,42_c
SUM08,2649373.241210937,40-42,1538,916,continue
SUM08,2664181.241210937,43-45,1200,272,43_d
SUM08,2681493.241210937,43-45,1441,526,44_e
SUM08,2697173.240722656,43-45,480,776,45_a
SUM08,2806845.241210937,46-48,1195,233,46_d
SUM08,2822245.2407226562,46-48,723,498,47_b
SUM08,2832509.2407226562,46-48,1205,760,48_d
SUM08,2835725.2407226562,46-48,1528,930,continue
SUM08,2850981.2412109375,49-51,731,237,49_b
SUM08,2875885.2412109375,49-51,959,499,50_c
SUM08,2898229.2412109375,49-51,475,769,51_a
SUM08,2906957.2412109375,49-51,1523,927,continue
SUM08,2921940.2412109375,52-54,1207,236,52_d
SUM08,2949572.2412109375,52-54,489,499,53_a
SUM08,2978460.2412109375,52-54,484,769,54_a
SUM14,2141084.123046875,1-3,1197,233,1_d
SUM14,2145772.123046875,1-3,720,462,2_b
SUM14,2149876.123046875,1-3,1440,695,3_e
SUM14,2151036.123046875,1-3,1519,834,continue
SUM14,2155661.123046875,4-6,481,220,4_a
SUM14,2162893.123535156,4-6,1446,448,5_e
SUM14,2168501.123046875,4-6,723,679,6_b
SUM14,2169997.123535156,4-6,1522,828,continue
SUM14,2175125.123046875,7-9,961,215,7_c
SUM14,2180941.123046875,7-9,957,450,8_c
SUM14,2195525.123046875,7-9,1197,682,9_d
SUM14,2196781.123535156,7-9,1534,832,continue
SUM14,2205893.123535156,10-12,478,223,10_a
SUM14,2215477.123046875,10-12,722,454,11_b
SUM14,2227165.123046875,10-12,478,681,12_a
SUM14,2229013.123046875,10-12,1527,829,continue
SUM14,2242861.123046875,13-15,477,218,13_a
SUM14,2270893.123535156,13-15,1203,451,14_d
SUM14,2285205.123046875,13-15,1438,683,15_e
SUM14,2407509.123046875,16-20,1488,158,16_d
SUM14,2415549.123046875,16-20,1334,293,17_a
SUM14,2420797.123046875,16-20,1387,426,18_b
SUM14,2428573.123046875,16-20,1333,567,19_a
SUM14,2438893.123535156,16-20,1538,692,20_e
SUM14,2439893.123535156,16-20,1530,846,continue
SUM14,2447516.123046875,21-25,1432,156,21_c
SUM14,2458740.123046875,21-25,1536,296,22_e
SUM14,2471581.123046875,21-25,1330,428,23_a
SUM14,2497052.1225585938,21-25,1436,563,24_c
SUM14,2512213.123046875,21-25,1536,700,25_e
SUM14,2512909.123046875,21-25,1528,852,continue
SUM14,2530533.123046875,26-30,1429,159,26_c
SUM14,2541637.123046875,26-30,1531,301,27_e
SUM14,2592421.123046875,26-30,1381,430,28_b
SUM14,2634869.123046875,26-30,1331,697,30_a
SUM14,2637837.123046875,26-30,1330,561,29_a
SUM14,2672485.123535156,31-33,732,273,31_b
SUM14,2675749.123046875,31-33,960,534,32_c
SUM14,2678189.123535156,31-33,719,800,33_b
SUM14,2679725.123046875,31-33,1512,930,continue
SUM14,2683613.123046875,34-36,1193,271,34_d
SUM14,2693341.123046875,34-36,1198,540,35_d
SUM14,2699821.123046875,34-36,475,795,36_a
SUM14,2701501.123046875,34-36,1530,928,continue
SUM14,2705789.123046875,37-39,1440,269,37_e
SUM14,2713405.123535156,37-39,1198,529,38_d
SUM14,2720413.123046875,37-39,971,805,39_c
SUM14,2723037.123535156,37-39,1524,932,continue
SUM14,2726717.123046875,40-42,373,916,back
SUM14,2734269.123046875,37-39,1543,944,continue
SUM14,2745725.123046875,40-42,476,262,40_a
SUM14,2775277.123046875,40-42,476,530,41_a
SUM14,2799669.123535156,40-42,960,804,42_c
SUM14,2800781.123535156,40-42,1515,916,continue
SUM14,2815790.123046875,43-45,1196,265,43_d
SUM14,2921997.1235351562,46-48,1205,239,46_d
SUM14,2930701.1235351562,46-48,720,498,47_b
SUM14,2958893.1235351562,46-48,1202,763,48_d
SUM14,2960109.1235351562,46-48,1541,927,continue
SUM14,2969213.123046875,49-51,721,233,49_b
SUM14,2980885.1235351562,49-51,957,497,50_c
SUM14,3002789.123046875,49-51,482,766,51_a
SUM14,3003941.123046875,49-51,1506,925,continue
SUM14,3023158.123046875,52-54,1204,238,52_d
SUM14,3050630.1235351562,52-54,481,497,53_a
SUM14,3063318.123046875,52-54,482,766,54_a
SUM14,3064550.123046875,52-54,1545,930,continue
SUM14,3087886.1235351562,55-56,963,238,55_c
SUS03,2166183.4877929688,1-3,1192,289,1_d
SUS03,2168383.48828125,1-3,712,511,2_b
SUS03,2171783.4877929688,1-3,1423,743,3_e
SUS03,2172679.48828125,1-3,1520,841,continue
SUS03,2175638.4877929688,4-6,458,260,4_a
SUS03,2179278.4877929688,4-6,1445,503,5_e
SUS03,2186398.4873046875,4-6,721,736,6_b
SUS03,2188622.4877929688,4-6,1545,827,continue
SUS03,2194238.4877929688,7-9,966,261,7_c
SUS03,2196566.4877929688,7-9,737,510,8_b
SUS03,2201270.4877929688,7-9,972,495,8_c
SUS03,2211742.4877929688,7-9,1213,732,9_d
SUS03,2213038.4877929688,7-9,1516,822,continue
SUS03,2223206.4877929688,10-12,489,261,10_a
SUS03,2232886.4877929688,10-12,705,504,11_b
SUS03,2241054.4877929688,10-12,490,725,12_a
SUS03,2242222.4877929688,10-12,1540,819,continue
SUS03,2254822.4877929688,13-15,949,261,13_c
SUS03,2268110.4877929688,13-15,473,510,14_a
SUS03,2272542.4877929688,13-15,1203,514,14_d
SUS03,2313293.4877929688,13-15,1451,747,15_e
SUS03,2322709.4877929688,13-15,408,830,back
SUS03,2326126.4877929688,10-12,407,829,back
SUS03,2328509.4877929688,7-9,393,823,back
SUS03,2330205.4877929688,4-6,393,823,back
SUS03,2342925.4877929688,1-3,1506,838,continue
SUS03,2356333.4877929688,4-6,1514,822,continue
SUS03,2365277.4877929688,7-9,948,262,7_c
SUS03,2391053.4877929688,7-9,1539,829,continue
SUS03,2393053.4877929688,10-12,383,834,back
SUS03,2395597.4877929688,7-9,1553,838,continue
SUS03,2403125.4877929688,10-12,1535,829,continue
SUS03,2432677.4877929688,16-20,1482,159,16_d
SUS03,2436885.4877929688,16-20,1338,296,17_a
SUS03,2441357.4877929688,16-20,1383,426,18_b
SUS03,2447421.4877929688,16-20,1339,564,19_a
SUS03,2456357.4877929688,16-20,1542,700,20_e
SUS03,2457773.4877929688,16-20,1531,847,continue
SUS03,2468277.4877929688,21-25,1436,163,21_c
SUS03,2475917.4877929688,21-25,1382,298,22_b
SUS03,2495669.4877929688,21-25,1332,423,23_a
SUS03,2505701.4877929688,21-25,1438,570,24_c
SUS03,2516973.4877929688,21-25,1535,700,25_e
SUS03,2519013.4877929688,21-25,1519,844,continue
SUS03,2537452.4877929688,26-30,1537,293,27_e
SUS03,2545860.4877929688,26-30,1486,434,28_d
SUS03,2562580.4877929688,26-30,1479,564,29_d
SUS03,2564812.4877929688,26-30,1484,561,29_d
SUS03,2592812.4877929688,26-30,1340,703,30_a
SUS03,2609020.4877929688,26-30,1441,159,26_c
SUS03,2645971.4873046875,26-30,1383,701,30_b
SUS03,2653667.4877929688,26-30,419,850,back
SUS03,2696028.48828125,31-33,709,296,31_b
SUS03,2698308.4877929688,31-33,951,576,32_c
SUS03,2700380.4877929688,31-33,733,827,33_b
SUS03,2701596.4877929688,31-33,1542,938,continue
SUS03,2705667.4877929688,34-36,1205,312,34_d
SUS03,2709645.4877929688,34-36,720,587,35_b
SUS03,2714307.4877929688,34-36,474,845,36_a
SUS03,2716075.4877929688,34-36,1519,932,continue
SUS03,2720763.4877929688,37-39,1447,310,37_e
SUS03,2724419.4877929688,37-39,1203,583,38_d
SUS03,2731219.4877929688,37-39,971,840,39_c
SUS03,2740507.4877929688,37-39,1541,937,continue
SUS03,2763451.4873046875,40-42,492,317,40_a
SUS03,2784091.4877929688,40-42,726,577,41_b
SUS03,2818115.4873046875,40-42,957,832,42_c
SUS03,2820211.4877929688,40-42,1504,913,continue
SUS03,2832787.4873046875,43-45,1205,306,43_d
SUS03,2848003.4873046875,43-45,1452,553,44_e
SUS03,2865299.4873046875,43-45,490,815,45_a
SUS03,2950322.4877929688,46-48,1206,303,46_d
SUS03,2959402.4877929688,46-48,736,557,47_b
SUS03,2974418.4877929688,46-48,721,824,48_b
SUS03,2975722.4877929688,46-48,1529,927,continue
SUS03,2983890.4877929688,49-51,729,300,49_b
SUS03,2994906.4877929688,49-51,954,566,50_c
SUS03,3005962.4877929688,49-51,486,839,51_a
SUS03,3008306.4873046875,49-51,1539,931,continue
SUS03,3022426.4877929688,52-54,1197,306,52_d
SUS03,3032298.4877929688,52-54,488,571,53_a
SUS03,3057730.4877929688,52-54,485,826,54_a
SUS03,3065074.4877929688,52-54,1556,929,continue
SUS03,3086906.4877929688,55-56,961,293,55_c
SUS03,3097914.4877929688,55-56,723,542,56_b
SUS03,3123490.4873046875,55-56,1433,563,56_e
SUU30,1671171.7143554688,1-3,1198,236,1_d
SUU30,1677683.7138671875,1-3,718,469,2_b
SUU30,1681691.7143554688,1-3,1437,695,3_e
SUU30,1682851.7138671875,1-3,1544,830,continue
SUU30,1686635.7138671875,4-6,481,225,4_a
SUU30,1691659.7143554688,4-6,1436,449,5_e
SUU30,1696747.7138671875,4-6,728,693,6_b
SUU30,1698675.7138671875,4-6,1520,823,continue
SUU30,1706347.7138671875,7-9,958,223,7_c
SUU30,1712067.7143554688,7-9,959,448,8_c
SUU30,1742211.7143554688,7-9,1198,685,9_d
SUU30,1744099.7143554688,7-9,1534,828,continue
SUU30,1753355.7138671875,10-12,476,217,10_a
SUU30,1762443.7138671875,10-12,719,451,11_b
SUU30,1776539.7138671875,10-12,486,682,12_a
SUU30,1778763.7143554688,10-12,1532,829,continue
SUU30,1817786.7138671875,13-15,962,224,13_c
SUU30,1848410.7133789062,13-15,1195,452,14_d
SUU30,1872850.7138671875,13-15,1440,677,15_e
SUU30,1933763.7143554688,16-20,1487,161,16_d
SUU30,1942202.7138671875,16-20,1339,298,17_a
SUU30,1946034.7138671875,16-20,1386,427,18_b
SUU30,1953034.7138671875,16-20,1339,568,19_a
SUU30,1972458.7138671875,16-20,1532,703,20_e
SUU30,1973730.7138671875,16-20,1528,849,continue
SUU30,1981770.7138671875,21-25,1432,160,21_c
SUU30,1988970.7138671875,21-25,1385,301,22_b
SUU30,1995666.7138671875,21-25,1338,430,23_a
SUU30,2013170.7138671875,21-25,1437,570,24_c
SUU30,2029978.7138671875,21-25,1533,702,25_e
SUU30,2030898.7138671875,21-25,1535,848,continue
SUU30,2066530.7138671875,26-30,1436,160,26_c
SUU30,2083490.7138671875,26-30,1536,292,27_e
SUU30,2094586.7138671875,26-30,1488,434,28_d
SUU30,2148402.7138671875,26-30,1489,562,29_d
SUU30,2195866.7138671875,31-33,722,268,31_b
SUU30,2198450.7138671875,31-33,959,535,32_c
SUU30,2200546.7138671875,31-33,725,800,33_b
SUU30,2202162.7138671875,31-33,1517,928,continue
SUU30,2206122.7138671875,34-36,1203,266,34_d
SUU30,2211105.7138671875,34-36,719,536,35_b
SUU30,2215497.7138671875,34-36,479,799,36_a
SUU30,2216905.7138671875,34-36,1516,929,continue
SUU30,2222042.7138671875,37-39,1441,270,37_e
SUU30,2225762.7138671875,37-39,1208,535,38_d
SUU30,2238306.7138671875,37-39,964,802,39_c
SUU30,2239401.7138671875,37-39,1550,935,continue
SUU30,2248825.7138671875,40-42,476,261,40_a
SUU30,2271465.7138671875,40-42,724,534,41_b
SUU30,2307433.7138671875,40-42,1441,802,42_e
SUU30,2308241.7138671875,40-42,1527,933,continue
SUU30,2318354.7138671875,43-45,1205,262,43_d
SUU30,2332513.7138671875,43-45,1441,522,44_e
SUU30,2353729.7138671875,43-45,478,778,45_a
SUU30,2449057.7138671875,46-48,1202,234,46_d
SUU30,2460545.7138671875,46-48,716,503,47_b
SUU30,2486777.7138671875,46-48,1198,766,48_d
SUU30,2488329.7138671875,46-48,1531,923,continue
SUU30,2501312.7138671875,49-51,717,232,49_b
SUU30,2520824.7138671875,49-51,962,502,50_c
SUU30,2539696.7138671875,49-51,479,764,51_a
SUU30,2540864.7138671875,49-51,1512,922,continue
SUU30,2555241.7138671875,52-54,1203,236,52_d
SUU30,2577297.7138671875,52-54,958,503,53_c
SUU30,2584081.7138671875,52-54,479,503,53_a
SUU30,2610552.7138671875,52-54,478,767,54_a
SUU30,2611920.7138671875,52-54,1524,931,continue
SWA07,10929272.933105467,1-3,1116,391,not on any aoi
SWA07,10936096.932617188,1-3,1200,240,1_d
SWA07,10939456.933105467,1-3,726,477,2_b
SWA07,10943808.933105467,1-3,1447,702,3_e
SWA07,10953392.932617188,1-3,1542,842,continue
SWA07,10956880.933105467,4-6,491,232,4_a
SWA07,10975952.933105467,4-6,1441,453,5_e
SWA07,10996880.933105467,4-6,720,684,6_b
SWA07,11000928.933105467,4-6,1548,821,continue
SWA07,11007544.932617188,7-9,962,225,7_c
SWA07,11021040.933105467,7-9,963,454,8_c
SWA07,11039296.933105467,7-9,1200,684,9_d
SWA07,11041856.933105467,7-9,1522,825,continue
SWA07,11065344.933105467,10-12,1202,221,10_d
SWA07,11092096.932617188,10-12,721,446,11_b
SWA07,11111032.933105467,10-12,483,690,12_a
SWA07,11112415.933105467,10-12,1515,820,continue
SWA07,11132175.933105467,13-15,963,225,13_c
SWA07,11148247.932617188,13-15,476,228,13_a
SWA07,11196719.933105467,16-20,1485,157,16_d
SWA07,11200095.933105467,16-20,1336,300,17_a
SWA07,11208279.933105467,16-20,1380,434,18_b
SWA07,11226887.933105467,16-20,1323,556,19_a
SWA07,11241919.933105467,16-20,1536,693,20_e
SWA07,11242639.933105467,16-20,1572,904,not on any aoi
SWA07,11242895.933105467,16-20,1544,858,continue
SWA07,11262599.933105467,21-25,1383,296,22_b
SWA07,11282150.933105467,21-25,1391,157,21_b
SWA07,11296214.933105467,21-25,1390,419,23_b
SWA07,11317158.933105467,21-25,1408,570,not on any aoi
SWA07,11337934.933105467,21-25,1384,689,25_b
SWA07,11339222.933105467,21-25,1539,849,continue
SWA07,11378615.932617188,26-30,1404,170,26_b
SWA07,11382575.933105467,26-30,1336,293,27_a
SWA07,11396399.933105467,26-30,1423,428,28_c
SWA07,11403719.933105467,26-30,1381,562,29_b
SWA07,11482622.933105467,31-33,719,271,31_b
SWA07,11485366.933105467,31-33,956,537,32_c
SWA07,11488358.933105467,31-33,719,801,33_b
SWA07,11489718.933105467,31-33,1534,925,continue
SWA07,11494477.933105467,34-36,1194,280,34_d
SWA07,11510749.933105467,34-36,716,572,35_b
SWA07,11519605.933105467,34-36,963,812,36_c
SWA07,11521997.933105467,34-36,1527,926,continue
SWA07,11532293.933105467,37-39,1441,271,37_e
SWA07,11564045.933105467,37-39,1197,537,38_d
SWA07,11574813.933105467,37-39,964,813,39_c
SWA07,11578157.933105467,37-39,1544,928,continue
SWA07,11619221.933105467,40-42,1201,267,40_d
SWA07,11621173.93359375,40-42,1203,267,40_d
SWA07,11622469.933105467,40-42,469,263,40_a
SWA07,11658077.933105467,40-42,964,538,41_c
SWA07,11816852.933105467,46-48,1197,235,46_d
SWA07,11839172.933105467,46-48,718,506,47_b
SWA07,11840892.933105467,46-48,722,498,47_b
SWA07,11877076.933105467,46-48,1192,766,48_d
SWA07,11878060.933105467,46-48,1196,765,48_d
SWA07,11882748.933105467,46-48,1505,928,continue
SWA07,11901452.933105467,49-51,729,240,49_b
SWA07,11938364.93359375,49-51,1202,503,50_d
SWA07,11958771.933105467,49-51,478,763,51_a
SWA07,11960267.933105467,49-51,1530,938,continue
TJB20,9169387.411132812,1-3,1199,240,1_d
TJB20,9172027.411132812,1-3,721,466,2_b
TJB20,9174731.411132812,1-3,1429,705,3_e
TJB20,9175707.411132812,1-3,1509,830,continue
TJB20,9178691.411132812,4-6,486,226,4_a
TJB20,9184099.411132812,4-6,1442,458,5_e
TJB20,9187467.411132812,4-6,713,693,6_b
TJB20,9188571.411132812,4-6,1545,824,continue
TJB20,9206458.410644533,7-9,944,242,7_c
TJB20,9209258.411132812,7-9,967,509,8_c
TJB20,9222282.411132812,7-9,485,704,9_a
TJB20,9223642.410644533,7-9,1550,833,continue
TJB20,9229418.410644533,10-12,495,272,10_a
TJB20,9237762.411132812,10-12,723,495,11_b
TJB20,9249018.411132812,10-12,490,736,12_a
TJB20,9250098.411132812,10-12,1537,826,continue
TJB20,9272794.410644533,13-15,488,268,13_a
TJB20,9283186.411132812,13-15,1202,512,14_d
TJB20,9306690.411132812,13-15,1461,723,15_e
TJB20,9362778.411132812,13-15,967,265,13_c
TJB20,9441048.411132812,16-20,1485,169,16_d
TJB20,9444945.411132812,16-20,1336,299,17_a
TJB20,9449432.411132812,16-20,1390,443,18_b
TJB20,9455376.411132812,16-20,1346,571,19_a
TJB20,9468400.411132812,16-20,1553,708,20_e
TJB20,9469528.411132812,16-20,1536,858,continue
TJB20,9500385.410644533,21-25,1335,162,21_a
TJB20,9506193.411132812,21-25,1384,307,22_b
TJB20,9514841.411132812,21-25,1344,489,23_a
TJB20,9562456.411132812,21-25,1521,720,25_e
TJB20,9571088.411132812,21-25,1437,596,24_c
TJB20,9571992.411132812,21-25,1522,859,continue
TJB20,9582896.411132812,26-30,1435,167,26_c
TJB20,9592568.411132812,26-30,1545,323,27_e
TJB20,9603816.411132812,26-30,1482,438,28_d
TJB20,9631472.411132812,26-30,1388,569,29_b
TJB20,9643888.411132812,26-30,1327,712,30_a
TJB20,9662640.411132812,26-30,1545,716,30_e
TJB20,9720799.411132812,31-33,710,301,31_b
TJB20,9721943.411621094,31-33,957,558,32_c
TJB20,9723791.411132812,31-33,718,840,33_b
TJB20,9726351.411621094,31-33,1532,934,continue
TJB20,9728871.411621094,34-36,1196,333,34_d
TJB20,9732711.411132812,34-36,706,577,35_b
TJB20,9736535.411621094,34-36,486,825,36_a
TJB20,9737927.411132812,34-36,1526,934,continue
TJB20,9744055.411621094,37-39,1464,317,37_e
TJB20,9747663.411132812,37-39,1207,588,38_d
TJB20,9756831.411621094,37-39,964,832,39_c
TJB20,9761687.411621094,37-39,1533,931,continue
TJB20,9778231.411132812,40-42,1195,319,40_d
TJB20,9792599.411132812,40-42,724,550,41_b
TJB20,9823447.411132812,40-42,970,805,42_c
TJB20,9824927.411132812,40-42,1531,914,continue
TJB20,9844207.411132812,43-45,1206,291,43_d
TJB20,9886039.411132812,43-45,484,562,44_a
TJB20,9893231.411132812,43-45,1207,825,45_d
TJB20,10000638.411132812,46-48,1212,257,46_d
TJB20,10023974.411132812,46-48,749,579,47_b
TJB20,10037829.411132812,46-48,1218,792,48_d
TJB20,10044693.411132812,46-48,1528,935,continue
TJB20,10059902.411132812,49-51,722,230,49_b
TJB20,10076726.411621094,49-51,723,518,50_b
TJB20,10092493.411132812,49-51,472,813,51_a
TJB20,10093821.411132812,49-51,1533,930,continue
TJB20,10111461.411132812,52-54,708,255,52_b
TJB20,10123101.411132812,52-54,1196,266,52_d
TJB20,10168933.411132812,52-54,466,546,53_a
TJB20,10173597.411132812,52-54,725,826,54_b
TTH22,2049552.5400390625,1-3,1204,285,1_d
TTH22,2052624.5400390625,1-3,717,522,2_b
TTH22,2056304.5400390625,1-3,1455,753,3_e
TTH22,2057568.5400390625,1-3,1530,837,continue
TTH22,2060032.5400390625,4-6,476,293,4_a
TTH22,2066144.5400390625,4-6,1432,506,5_e
TTH22,2078152.5400390625,4-6,1212,746,6_d
TTH22,2079440.5400390625,4-6,1542,827,continue
TTH22,2089160.5400390625,7-9,976,286,7_c
TTH22,2092136.5400390625,7-9,970,503,8_c
TTH22,2100160.5400390625,7-9,1206,744,9_d
TTH22,2101407.5400390625,7-9,1519,830,continue
TTH22,2108848.5400390625,10-12,485,273,10_a
TTH22,2119040.5400390625,10-12,714,507,11_b
TTH22,2124160.5400390625,10-12,1187,752,12_d
TTH22,2125136.5400390625,10-12,1520,842,continue
TTH22,2139208.5400390625,13-15,962,283,13_c
TTH22,2140720.5400390625,13-15,939,282,13_c
TTH22,2159512.5400390625,13-15,1197,507,14_d
TTH22,2166336.5400390625,13-15,481,751,15_a
TTH22,2179968.5400390625,13-15,722,734,15_b
TTH22,2214856.5400390625,13-15,497,272,13_a
TTH22,2245183.540527344,13-15,412,826,back
TTH22,2267039.5400390625,10-12,500,754,12_a
TTH22,2268687.5400390625,10-12,399,841,back
TTH22,2283199.5400390625,7-9,1531,830,continue
TTH22,2312239.5400390625,16-20,1493,166,16_d
TTH22,2317071.540527344,16-20,1340,304,17_a
TTH22,2326567.5400390625,16-20,1384,448,18_b
TTH22,2333479.540527344,16-20,1535,575,19_e
TTH22,2336655.5400390625,16-20,1335,572,19_a
TTH22,2341367.540527344,16-20,1533,711,20_e
TTH22,2344023.5400390625,16-20,1538,859,continue
TTH22,2352966.5400390625,21-25,1444,173,21_c
TTH22,2357718.5400390625,21-25,1535,307,22_e
TTH22,2363406.540527344,21-25,1334,451,23_a
TTH22,2372654.5400390625,21-25,1430,572,24_c
TTH22,2389358.5400390625,21-25,1491,708,25_d
TTH22,2390190.5400390625,21-25,1529,856,continue
TTH22,2396623.5400390625,26-30,1427,177,26_c
TTH22,2404599.5400390625,26-30,1533,305,27_e
TTH22,2414311.5400390625,26-30,1483,436,28_d
TTH22,2424663.540527344,26-30,1333,570,29_a
TTH22,2436527.5400390625,26-30,1445,713,30_c
TTH22,2512110.540527344,26-30,402,868,not on any aoi
TTH22,2522999.5400390625,21-25,1388,307,22_b
TTH22,2541542.5400390625,21-25,1497,866,not on any aoi
TTH22,2566654.5400390625,31-33,714,312,31_b
TTH22,2569862.5400390625,31-33,962,580,32_c
TTH22,2575510.5400390625,31-33,707,852,33_b
TTH22,2576886.540527344,31-33,1504,941,continue
TTH22,2579774.540527344,34-36,1202,312,34_d
TTH22,2585374.5400390625,34-36,706,593,35_b
TTH22,2588470.5400390625,34-36,488,839,36_a
TTH22,2589798.5400390625,34-36,1560,949,continue
TTH22,2590646.5400390625,34-36,1545,947,continue
TTH22,2596182.540527344,37-39,1471,321,37_e
TTH22,2600638.5400390625,37-39,1186,594,38_d
TTH22,2607158.5400390625,37-39,1198,857,39_d
TTH22,2616046.5400390625,37-39,1532,945,continue
TTH22,2624262.540527344,40-42,485,321,40_a
TTH22,2639381.539550781,40-42,485,570,41_a
TTH22,2648230.5400390625,40-42,957,842,42_c
TTH22,2650901.539550781,40-42,1537,931,continue
TTH22,2665862.5400390625,43-45,1208,319,43_d
TTH22,2686158.5400390625,43-45,1452,568,44_e
TTH22,2711950.5400390625,43-45,486,811,45_a
TTH22,2727406.540527344,43-45,376,903,not on any aoi
TTH22,2730037.5400390625,40-42,1545,933,continue
TTH22,2816341.5400390625,46-48,1198,247,46_d
TTH22,2824133.5400390625,46-48,716,572,47_b
TTH22,2831389.5400390625,46-48,1203,834,48_d
TTH22,2833213.5400390625,46-48,1518,940,continue
TTH22,2840781.5400390625,49-51,731,307,49_b
TTH22,2853661.5400390625,49-51,980,583,50_c
TTH22,2869333.5400390625,49-51,468,842,51_a
TTH22,2870221.5400390625,49-51,461,833,51_a
TTH22,2871445.5400390625,49-51,1515,931,continue
TTH22,2882548.5400390625,52-54,719,317,52_b
TTH22,2910484.5400390625,52-54,476,569,53_a
TTH22,2923836.5400390625,52-54,483,844,54_a
TTH22,2930252.5400390625,52-54,1518,932,continue
TTH22,2954596.5400390625,55-56,469,307,55_a
TTH22,2970412.5400390625,55-56,724,577,56_b
UAH09,2227195.149902344,1-3,1198,233,1_d
UAH09,2231163.149902344,1-3,718,464,2_b
UAH09,2234323.149902344,1-3,1440,692,3_e
UAH09,2235179.149902344,1-3,1526,836,continue
UAH09,2239251.149902344,4-6,479,220,4_a
UAH09,2243347.149902344,4-6,1440,452,5_e
UAH09,2256283.149902344,4-6,725,682,6_b
UAH09,2257595.149902344,4-6,1532,827,continue
UAH09,2264532.149902344,7-9,958,218,7_c
UAH09,2269452.149902344,7-9,959,447,8_c
UAH09,2284364.149902344,7-9,1200,680,9_d
UAH09,2285548.149902344,7-9,1547,830,continue
UAH09,2299611.149902344,10-12,1200,224,10_d
UAH09,2313027.149902344,10-12,722,449,11_b
UAH09,2324771.149902344,10-12,480,684,12_a
UAH09,2326099.149902344,10-12,1517,823,continue
UAH09,2345468.150390625,13-15,965,222,13_c
UAH09,2362220.149902344,13-15,1198,452,14_d
UAH09,2388644.149902344,13-15,1445,674,15_e
UAH09,2490835.149902344,16-20,1486,159,16_d
UAH09,2497843.149902344,16-20,1334,294,17_a
UAH09,2500115.149902344,16-20,1386,434,18_b
UAH09,2510683.149902344,16-20,1335,564,19_a
UAH09,2517635.149902344,16-20,1529,698,20_e
UAH09,2518923.1494140625,16-20,1540,851,continue
UAH09,2532523.149902344,21-25,1437,163,21_c
UAH09,2537835.149902344,21-25,1395,296,22_b
UAH09,2570427.149902344,21-25,1337,426,23_a
UAH09,2589755.149902344,21-25,1436,562,24_c
UAH09,2616715.149902344,21-25,1535,700,25_e
UAH09,2619003.149902344,21-25,1535,854,continue
UAH09,2630123.149902344,26-30,1484,161,26_d
UAH09,2653523.149902344,26-30,1533,294,27_e
UAH09,2662643.149902344,26-30,1490,431,28_d
UAH09,2678483.149902344,26-30,1487,563,29_d
UAH09,2694515.1494140625,26-30,1439,697,30_c
UAH09,2695243.149902344,26-30,1437,699,30_c
UAH09,2756514.149902344,31-33,725,266,31_b
UAH09,2758114.149902344,31-33,963,537,32_c
UAH09,2759570.149902344,31-33,721,799,33_b
UAH09,2760962.149902344,31-33,1537,932,continue
UAH09,2764874.149902344,34-36,1204,273,34_d
UAH09,2770082.149902344,34-36,725,535,35_b
UAH09,2772866.149902344,34-36,476,799,36_a
UAH09,2775154.149902344,34-36,1516,931,continue
UAH09,2781346.149902344,37-39,1437,269,37_e
UAH09,2785162.149902344,37-39,1207,536,38_d
UAH09,2793186.149902344,37-39,958,796,39_c
UAH09,2795218.149902344,37-39,1509,930,continue
UAH09,2802602.149902344,40-42,482,267,40_a
UAH09,2828354.1499023438,40-42,478,539,41_a
UAH09,2839514.1499023438,40-42,960,800,42_c
UAH09,2840642.1499023438,40-42,1531,919,continue
