participant,time,stim,x,y,AoI
AAO14,2363060.7729492188,1-3,1198,237,1_d
AAO14,2368372.7729492188,1-3,721,461,2_b
AAO14,2374492.772460937,1-3,1445,691,3_e
AAO14,2375756.7729492188,1-3,1517,838,continue
AAO14,2385893.772460937,4-6,474,215,4_a
AAO14,2392621.7729492188,4-6,1446,446,5_e
AAO14,2401549.7729492188,4-6,718,683,6_b
AAO14,2404709.772460937,4-6,1534,821,continue
AAO14,2412172.7729492188,7-9,961,231,7_c
AAO14,2426732.7729492188,7-9,960,446,8_c
AAO14,2439052.7729492188,7-9,1209,686,9_d
AAO14,2440748.7729492188,7-9,1512,811,continue
AAO14,2441804.7729492188,7-9,1517,824,continue
AAO14,2485164.7729492188,10-12,734,227,10_b
AAO14,2494100.7729492188,10-12,720,452,11_b
AAO14,2518156.7729492188,10-12,495,679,12_a
AAO14,2519644.7729492188,10-12,1516,818,continue
AAO14,2549268.772460937,13-15,912,209,13_c
AAO14,2549540.7729492188,13-15,956,214,13_c
AAO14,2564148.7729492188,13-15,479,454,14_a
AAO14,2584236.7729492188,13-15,957,674,15_c
AAO14,2638700.7729492188,16-20,1490,157,16_d
AAO14,2649868.7729492188,16-20,1335,295,17_a
AAO14,2654748.7729492188,16-20,1377,432,18_b
AAO14,2660035.7729492188,16-20,1484,562,19_d
AAO14,2663684.7729492188,16-20,1543,705,20_e
AAO14,2664723.7729492188,16-20,1504,852,continue
AAO14,2681740.7729492188,21-25,1339,169,21_a
AAO14,2701764.7729492188,21-25,1386,293,22_b
AAO14,2725460.7729492188,21-25,1384,424,23_b
AAO14,2760220.7729492188,21-25,1434,561,24_c
AAO14,2784644.7729492188,21-25,692,716,not on any aoi
AAO14,2786444.7729492188,21-25,1482,701,25_d
AAO14,2787348.7729492188,21-25,1514,852,continue
AAO14,2849083.7729492188,26-30,1388,298,27_b
AAO14,2863515.7729492188,26-30,1384,567,29_b
AAO14,2908154.7729492188,31-33,720,267,31_b
AAO14,2912026.7729492188,31-33,969,531,32_c
AAO14,2915906.7729492188,31-33,720,802,33_b
AAO14,2917106.7729492188,31-33,1547,937,continue
AAO14,2920795.7729492188,34-36,1215,269,34_d
AAO14,2930211.7729492188,34-36,729,536,35_b
AAO14,2933971.7729492188,34-36,484,801,36_a
AAO14,2936323.7729492188,34-36,1508,941,continue
AAO14,2941114.7729492188,37-39,1439,270,37_e
AAO14,2945114.7729492188,37-39,1223,533,38_d
AAO14,2952066.7729492188,37-39,968,802,39_c
AAO14,2954458.7734375,37-39,1537,934,continue
AAO14,2967298.7729492188,40-42,720,262,40_b
AAO14,2969162.7734375,40-42,725,269,40_b
AAO14,2986330.7729492188,40-42,959,534,41_c
AAO14,3006978.7734375,40-42,1437,805,42_e
AAO14,3008338.7729492188,40-42,1550,913,continue
AAO14,3029618.7729492188,43-45,1237,280,43_d
AAO14,3047162.7734375,43-45,1443,518,44_e
AAO14,3202945.7734375,46-48,958,232,46_c
AAO14,3221529.7729492188,46-48,1437,506,47_e
AAO14,3258073.7729492188,46-48,961,773,48_c
AAO14,3259169.7734375,46-48,1549,930,continue
AAO14,3277865.7734375,49-51,725,237,49_b
AAR28,1657852.8701171875,1-3,1200,236,1_d
AAR28,1661788.8701171875,1-3,716,466,2_b
AAR28,1665940.8701171875,1-3,1439,698,3_e
AAR28,1668708.8701171875,1-3,1514,837,continue
AAR28,1674692.8701171875,4-6,487,224,4_a
AAR28,1681612.8701171875,4-6,1449,456,5_e
AAR28,1687356.8701171875,4-6,718,688,6_b
AAR28,1688908.8701171875,4-6,1531,819,continue
AAR28,1694892.8701171875,7-9,963,223,7_c
AAR28,1702452.8701171875,7-9,965,451,8_c
AAR28,1724020.8701171875,7-9,1202,683,9_d
AAR28,1726964.8701171875,7-9,1535,837,continue
AAR28,1744925.8701171875,10-12,1206,226,10_d
AAR28,1759277.8701171875,10-12,724,450,11_b
AAR28,1771981.8701171875,10-12,474,682,12_a
AAR28,1773677.8701171875,10-12,1539,821,continue
AAR28,1805196.8701171875,13-15,967,221,13_c
AAR28,1819596.8701171875,13-15,484,459,14_a
AAR28,1847564.8701171875,13-15,962,687,15_c
AAR28,1914251.8701171875,16-20,1477,157,16_d
AAR28,1921091.8701171875,16-20,1337,294,17_a
AAR28,1928684.8701171875,16-20,1391,428,18_b
AAR28,1938267.8701171875,16-20,1497,570,19_d
AAR28,1966483.8701171875,16-20,1546,700,20_e
AAR28,1967763.8701171875,16-20,1532,862,continue
AAR28,1997075.8701171875,21-25,1340,168,21_a
AAR28,1999459.8701171875,21-25,1530,297,22_e
AAR28,2011899.8701171875,21-25,1338,434,23_a
AAR28,2052683.8701171875,21-25,1339,564,24_a
AAR28,2075490.8696289062,21-25,1436,698,25_c
AAR28,2076714.8696289062,21-25,1505,841,continue
AAR28,2088826.8696289062,26-30,1431,162,26_c
AAR28,2099114.8701171875,26-30,1533,301,27_e
AAR28,2114250.8701171875,26-30,1489,442,28_d
AAR28,2125914.8701171875,26-30,1334,574,29_a
AAR28,2130154.8696289062,26-30,1338,708,30_a
AAR28,2190698.8701171875,31-33,714,263,31_b
AAR28,2193426.8701171875,31-33,965,540,32_c
AAR28,2196210.8701171875,31-33,709,806,33_b
AAR28,2197394.8701171875,31-33,1541,940,continue
AAR28,2200786.8696289062,34-36,1191,266,34_d
AAR28,2210402.8701171875,34-36,723,532,35_b
AAR28,2213330.8701171875,34-36,717,807,36_b
AAR28,2219234.8696289062,34-36,491,799,36_a
AAR28,2221834.8701171875,34-36,1526,930,continue
AAR28,2229546.8701171875,37-39,1437,271,37_e
AAR28,2235682.8701171875,37-39,1205,528,38_d
AAR28,2242858.8696289062,37-39,960,805,39_c
AAR28,2243946.8701171875,37-39,1549,937,continue
AAR28,2255498.8701171875,40-42,482,274,40_a
AAR28,2274754.8696289062,40-42,718,533,41_b
AAR28,2278362.8701171875,40-42,485,537,41_a
AAR28,2296378.8696289062,40-42,1204,801,42_d
AAR28,2297306.8696289062,40-42,1557,913,continue
AAR28,2338866.8701171875,43-45,479,269,43_a
AAR28,2350178.8701171875,43-45,474,527,44_a
AAR28,2366522.8701171875,43-45,484,772,45_a
AAR28,2438450.8696289062,46-48,1207,235,46_d
AAR28,2448674.8696289062,46-48,1184,488,47_d
AAR28,2456761.8701171875,46-48,1443,770,48_e
AAR28,2457618.8701171875,46-48,1514,918,continue
AAR28,2471697.8701171875,49-51,1196,231,49_d
AAR28,2478985.8701171875,49-51,963,504,50_c
AAR28,2490313.8701171875,49-51,715,775,51_b
AAR28,2492001.8701171875,49-51,1499,915,continue
AAR28,2493209.8701171875,49-51,1541,920,continue
AAR28,2504410.8701171875,52-54,957,243,52_c
AAR28,2514209.8701171875,52-54,473,502,53_a
AAR28,2519809.8701171875,52-54,969,772,54_c
AAR28,2521009.8696289062,52-54,1510,930,continue
AAR28,2542873.8701171875,55-56,967,238,55_c
AAR28,2550881.8701171875,55-56,478,498,56_a
ABT22,3036578.5634765625,1-3,1191,249,1_d
ABT22,3039602.5639648438,1-3,722,461,2_b
ABT22,3046570.5639648438,1-3,1465,695,3_e
ABT22,3047570.5639648438,1-3,1535,832,continue
ABT22,3052458.5639648438,4-6,488,229,4_a
ABT22,3058690.5634765625,4-6,1444,451,5_e
ABT22,3065138.5639648438,4-6,734,683,6_b
ABT22,3066458.5639648438,4-6,1526,823,continue
ABT22,3072482.5639648438,7-9,961,224,7_c
ABT22,3080138.5639648438,7-9,952,424,8_c
ABT22,3089418.5639648438,7-9,493,695,9_a
ABT22,3090882.5639648438,7-9,1501,826,continue
ABT22,3104450.5639648438,10-12,480,216,10_a
ABT22,3124626.5639648438,10-12,731,460,11_b
ABT22,3139986.5634765625,10-12,1201,686,12_d
ABT22,3141666.5639648438,10-12,1531,823,continue
ABT22,3154305.5639648438,13-15,708,225,13_b
ABT22,3164921.5639648438,13-15,481,229,13_a
ABT22,3171521.5639648438,13-15,485,464,14_a
ABT22,3178497.5639648438,13-15,482,680,15_a
ABT22,3187473.5639648438,13-15,716,705,15_b
ABT22,3248361.5639648438,13-15,1202,453,14_d
ABT22,3250433.5639648438,13-15,399,821,back
ABT22,3263033.5639648438,10-12,477,683,12_a
ABT22,3298025.5639648438,16-20,1488,166,16_d
ABT22,3317537.5639648438,16-20,1336,300,17_a
ABT22,3322913.5639648438,16-20,1387,439,18_b
ABT22,3332321.5639648438,16-20,1337,564,19_a
ABT22,3339009.5639648438,16-20,1529,702,20_e
ABT22,3340081.5639648438,16-20,1547,861,continue
ABT22,3350873.5639648438,21-25,1435,164,21_c
ABT22,3359089.5639648438,21-25,1386,287,22_b
ABT22,3367889.5639648438,21-25,1533,428,23_e
ABT22,3378857.5639648438,21-25,1429,565,24_c
ABT22,3388281.5639648438,21-25,1485,706,25_d
ABT22,3389545.5639648438,21-25,1542,855,continue
ABT22,3404497.5639648438,26-30,1391,157,26_b
ABT22,3412881.5639648438,26-30,1390,296,27_b
ABT22,3426385.5639648438,26-30,1389,427,28_b
ABT22,3433393.5639648438,26-30,1387,562,29_b
ABT22,3455113.5639648438,26-30,1338,705,30_a
ABT22,3494529.5639648438,26-30,408,852,back
ABT22,3565424.5639648438,31-33,720,273,31_b
ABT22,3568456.5639648438,31-33,972,533,32_c
ABT22,3570656.564453125,31-33,716,808,33_b
ABT22,3571832.5639648438,31-33,1541,932,continue
ABT22,3577208.5639648438,34-36,1208,275,34_d
ABT22,3584680.5639648438,34-36,1441,540,35_e
ABT22,3589440.5639648438,34-36,488,803,36_a
ABT22,3591040.5639648438,34-36,1532,934,continue
ABT22,3597120.5639648438,37-39,1449,284,37_e
ABT22,3603568.5639648438,37-39,1201,537,38_d
ABT22,3612808.5639648438,37-39,971,812,39_c
ABT22,3615272.5639648438,37-39,1205,821,39_d
ABT22,3617744.5639648438,37-39,951,803,39_c
ABT22,3619496.5639648438,37-39,1514,932,continue
ABT22,3632416.5639648438,40-42,491,270,40_a
ABT22,3651656.564453125,40-42,1204,539,41_d
ABT22,3669408.5639648438,40-42,481,804,42_a
ABT22,3670744.5639648438,40-42,1498,922,continue
ABT22,3692248.564453125,43-45,1203,269,43_d
ABT22,3709328.5639648438,43-45,1443,519,44_e
ABT22,3728944.5639648438,43-45,728,775,45_b
ABT22,3831104.564453125,46-48,1203,235,46_d
ABT22,3850184.5639648438,46-48,723,503,47_b
ABT22,3863256.5639648438,46-48,1198,769,48_d
ABT22,3864552.5639648438,46-48,1525,922,continue
ABT22,3888071.5639648438,49-51,718,252,49_b
ABT22,3888487.5634765625,49-51,720,238,49_b
ABT22,3897407.5634765625,49-51,975,498,50_c
ABT22,3898007.5634765625,49-51,952,505,50_c
ABT22,3906375.5634765625,49-51,488,772,51_a
ABT22,3907711.5634765625,49-51,1531,933,continue
ABT22,3917648.5639648438,52-54,718,238,52_b
ABT22,3924392.5639648438,52-54,1434,506,53_e
ABT22,3929600.5639648438,52-54,483,770,54_a
ABT22,3931272.5639648438,52-54,1533,926,continue
ABT22,3944775.5639648438,55-56,482,242,55_a
ABT22,3949023.5639648438,55-56,1206,242,55_d
ABT22,3957311.5639648438,55-56,479,496,56_a
ACO05,19835342.45654297,1-3,1211,291,1_d
ACO05,19838942.456054688,1-3,710,515,2_b
ACO05,19842694.456054688,1-3,1456,740,3_e
ACO05,19843734.456054688,1-3,1533,844,continue
ACO05,19846486.456054688,4-6,495,264,4_a
ACO05,19860438.456054688,4-6,1431,502,5_e
ACO05,19864894.456054688,4-6,727,736,6_b
ACO05,19866262.456054688,4-6,1548,828,continue
ACO05,19871318.456054688,7-9,469,269,7_a
ACO05,19884126.456054688,7-9,962,497,8_c
ACO05,19897350.456054688,7-9,1219,730,9_d
ACO05,19898502.456054688,7-9,1506,819,continue
ACO05,19919415.456054688,10-12,504,268,10_a
ACO05,19927958.456054688,10-12,972,499,11_c
ACO05,19935502.456054688,10-12,1211,737,12_d
ACO05,19936894.456054688,10-12,1555,835,continue
ACO05,19941582.456054688,13-15,981,274,13_c
ACO05,19971622.456054688,13-15,476,515,14_a
ACO05,19991734.456054688,13-15,1452,735,15_e
ACO05,19999222.456054688,13-15,1603,672,not on any aoi
ACO05,20005694.456054688,13-15,420,829,back
ACO05,20008502.456054688,10-12,1533,827,continue
ACO05,20093909.456054688,16-20,1483,161,16_d
ACO05,20098813.456054688,16-20,1348,302,17_a
ACO05,20103037.456054688,16-20,1401,432,18_b
ACO05,20112461.456054688,16-20,1337,554,19_a
ACO05,20120101.456054688,16-20,1521,688,20_e
ACO05,20121149.456054688,16-20,1551,854,continue
ACO05,20157253.456054688,21-25,1527,163,21_e
ACO05,20165421.45654297,21-25,1386,300,22_b
ACO05,20179173.456054688,21-25,1338,418,23_a
ACO05,20189109.456054688,21-25,1440,559,24_c
ACO05,20199093.456054688,21-25,1480,701,25_d
ACO05,20200021.456054688,21-25,1512,845,continue
ACO05,20240996.456054688,26-30,1432,164,26_c
ACO05,20253188.456054688,26-30,1376,292,27_b
ACO05,20260788.456054688,26-30,1481,431,28_d
ACO05,20311484.456054688,26-30,1335,699,30_a
ACO05,20328300.456054688,26-30,1389,562,29_b
ACO05,20339500.456054688,31-33,730,274,31_b
ACO05,20341556.456054688,31-33,989,576,32_c
ACO05,20343460.456054688,31-33,713,830,33_b
ACO05,20344500.456054688,31-33,1523,933,continue
ACO05,20348013.45654297,34-36,1216,314,34_d
ACO05,20352181.456054688,34-36,741,580,35_b
ACO05,20355765.456054688,34-36,1461,856,36_e
ACO05,20369180.456054688,34-36,474,827,36_a
ACO05,20370540.456054688,34-36,1502,933,continue
ACO05,20376916.456054688,37-39,1437,304,37_e
ACO05,20380860.456054688,37-39,970,572,38_c
ACO05,20385316.456054688,37-39,962,842,39_c
ACO05,20386828.456054688,37-39,1526,928,continue
ACO05,20391380.456054688,40-42,709,297,40_b
ACO05,20411508.455566406,40-42,725,563,41_b
ACO05,20438284.455566406,40-42,695,826,42_b
ACO05,20440764.455566406,40-42,1526,926,continue
ACO05,20444756.456054688,43-45,731,297,43_b
ACO05,20460964.456054688,43-45,1208,565,44_d
ACO05,20468556.456054688,43-45,728,790,45_b
ACO05,20502412.456054688,43-45,964,792,45_c
ACO05,20568259.456054688,46-48,751,286,46_b
ACO05,20581715.456054688,46-48,1193,551,47_d
ACO05,20600507.456054688,46-48,498,840,48_a
ACO05,20601675.456054688,46-48,1549,934,continue
ACO05,20606515.456054688,49-51,970,297,49_c
ACO05,20613067.456054688,49-51,497,549,50_a
ACO05,20633643.456054688,49-51,1445,841,51_e
ACO05,20644043.456054688,49-51,1536,932,continue
ACO05,20653027.456054688,52-54,1229,274,52_d
ACO05,20670211.456054688,52-54,958,540,53_c
ACO05,20689763.456054688,52-54,718,826,54_b
ACO05,20693299.456054688,52-54,1519,914,continue
ACO05,20694339.456054688,52-54,1520,935,continue
ACO05,20703378.456054688,55-56,986,304,55_c
ACO05,20717906.456054688,55-56,481,554,56_a
ADC06,19915103.212890625,1-3,1204,234,1_d
ADC06,19917519.212890625,1-3,718,460,2_b
ADC06,19920150.212890625,1-3,1444,691,3_e
ADC06,19920975.212890625,1-3,1515,842,continue
ADC06,19923519.212890625,4-6,476,225,4_a
ADC06,19927463.212890625,4-6,1441,448,5_e
ADC06,19933831.212890625,4-6,722,682,6_b
ADC06,19935135.212890625,4-6,1532,820,continue
ADC06,19940567.212890625,7-9,958,224,7_c
ADC06,19945263.212890625,7-9,1446,450,8_e
ADC06,19969807.212890625,7-9,482,685,9_a
ADC06,19974791.212890625,7-9,1518,826,continue
ADC06,19984911.212890625,10-12,480,224,10_a
ADC06,19997887.212890625,10-12,725,454,11_b
ADC06,20004879.212890625,10-12,477,682,12_a
ADC06,20007063.212890625,10-12,1507,823,continue
ADC06,20024206.212890625,13-15,952,223,13_c
ADC06,20069134.213378906,13-15,1440,454,14_e
ADC06,20080686.212890625,13-15,1440,679,15_e
ADC06,20090334.212890625,13-15,1526,822,continue
ADC06,20090718.212890625,13-15,1525,833,continue
ADC06,20113646.212890625,13-15,374,827,back
ADC06,20114319.212890625,10-12,374,827,back
ADC06,20127375.212890625,7-9,1205,681,9_d
ADC06,20147447.212890625,7-9,960,442,8_c
ADC06,20164494.212890625,16-20,1493,160,16_d
ADC06,20174422.212890625,16-20,1388,435,18_b
ADC06,20185374.212890625,16-20,1343,296,17_a
ADC06,20190094.212890625,16-20,1335,558,19_a
ADC06,20199126.212890625,16-20,1536,703,20_e
ADC06,20202822.212890625,16-20,1549,852,continue
ADC06,20211839.212890625,21-25,1433,162,21_c
ADC06,20218911.212890625,21-25,1389,290,22_b
ADC06,20242631.212890625,21-25,1380,429,23_b
ADC06,20261959.212890625,21-25,1436,561,24_c
ADC06,20293527.212890625,21-25,1543,699,25_e
ADC06,20294367.212890625,21-25,1547,869,not on any aoi
ADC06,20294895.212890625,21-25,1538,852,continue
ADC06,20304343.212890625,26-30,1440,162,26_c
ADC06,20310207.212890625,26-30,1528,297,27_e
ADC06,20319095.212890625,26-30,1486,425,28_d
ADC06,20351087.212890625,26-30,1339,571,29_a
ADC06,20413358.213378906,31-33,724,269,31_b
ADC06,20416054.212890625,31-33,963,534,32_c
ADC06,20417238.212890625,31-33,727,806,33_b
ADC06,20418862.212890625,31-33,1530,936,continue
ADC06,20421966.212890625,34-36,1198,276,34_d
ADC06,20427390.212890625,34-36,722,535,35_b
ADC06,20430822.212890625,34-36,475,797,36_a
ADC06,20433078.212890625,34-36,1537,932,continue
ADC06,20439622.212890625,37-39,1443,271,37_e
ADC06,20444630.212890625,37-39,1199,535,38_d
ADC06,20451454.212890625,37-39,953,803,39_c
ADC06,20455278.212890625,37-39,1512,935,continue
ADC06,20462006.212890625,40-42,478,271,40_a
ADC06,20503350.212890625,40-42,478,539,41_a
ADC06,20506734.212890625,40-42,460,449,not on any aoi
ADC06,20518422.212890625,40-42,986,800,42_c
ADC06,20521222.212890625,40-42,1541,919,continue
ADC06,20531406.212890625,43-45,1195,264,43_d
ADC06,20553758.212890625,43-45,1444,520,44_e
ADC06,20562718.212890625,43-45,484,777,45_a
ADC06,20669365.212890625,46-48,1195,237,46_d
ADC06,20691997.212402344,46-48,718,501,47_b
ADC06,20710285.212890625,46-48,1196,771,48_d
ADC06,20713365.212890625,46-48,1531,932,continue
ADC06,20728022.212890625,49-51,715,241,49_b
ADC06,20750710.212890625,49-51,963,502,50_c
ADC06,20776254.212890625,49-51,488,762,51_a
ADC06,20777806.212890625,49-51,1538,928,continue
ADC06,20812478.212890625,52-54,1201,238,52_d
ADC06,20840141.212890625,52-54,482,493,53_a
ADS22,2112404.2822265625,1-3,1202,286,1_d
ADS22,2118580.282714844,1-3,722,516,2_b
ADS22,2122644.2822265625,1-3,1447,747,3_e
ADS22,2123436.2822265625,1-3,1537,834,continue
ADS22,2127684.2822265625,4-6,486,266,4_a
ADS22,2132764.2822265625,4-6,1453,473,5_e
ADS22,2139620.282714844,4-6,717,736,6_b
ADS22,2142892.2822265625,4-6,1535,820,continue
ADS22,2149692.282714844,7-9,959,262,7_c
ADS22,2155844.2822265625,7-9,955,510,8_c
ADS22,2182451.2822265625,7-9,1203,717,9_d
ADS22,2183867.2822265625,7-9,1519,814,continue
ADS22,2190227.2822265625,10-12,1190,279,10_d
ADS22,2197651.2822265625,10-12,493,267,10_a
ADS22,2208059.2822265625,10-12,704,477,11_b
ADS22,2214811.2822265625,10-12,477,711,12_a
ADS22,2222923.2822265625,10-12,1534,832,continue
ADS22,2248419.2822265625,13-15,965,261,13_c
ADS22,2269139.282714844,13-15,1196,483,14_d
ADS22,2296283.282714844,13-15,1436,741,15_e
ADS22,2369043.2822265625,16-20,1489,163,16_d
ADS22,2372043.2822265625,16-20,1332,297,17_a
ADS22,2375699.282714844,16-20,1395,436,18_b
ADS22,2379899.2822265625,16-20,1336,565,19_a
ADS22,2403595.2822265625,16-20,1531,692,20_e
ADS22,2404523.2822265625,16-20,1530,843,continue
ADS22,2420939.2822265625,21-25,1429,158,21_c
ADS22,2430299.2822265625,21-25,1539,302,22_e
ADS22,2434595.2822265625,21-25,1371,295,22_b
ADS22,2467075.2822265625,21-25,1536,428,23_e
ADS22,2481739.2822265625,21-25,1372,434,23_b
ADS22,2500123.2822265625,21-25,1434,556,24_c
ADS22,2544203.2822265625,21-25,1545,694,25_e
ADS22,2545035.2822265625,21-25,1543,852,continue
ADS22,2562179.282714844,26-30,1429,166,26_c
ADS22,2583931.2822265625,26-30,1533,297,27_e
ADS22,2603499.2822265625,26-30,1481,564,29_d
ADS22,2626866.2822265625,31-33,729,287,31_b
ADS22,2629098.2822265625,31-33,973,546,32_c
ADS22,2630762.2822265625,31-33,732,819,33_b
ADS22,2632834.2822265625,31-33,1511,922,continue
ADS22,2635922.2822265625,34-36,1201,272,34_d
ADS22,2640379.2822265625,34-36,732,543,35_b
ADS22,2644795.2822265625,34-36,479,803,36_a
ADS22,2646218.2822265625,34-36,1538,942,continue
ADS22,2653066.2822265625,37-39,1442,270,37_e
ADS22,2657666.2822265625,37-39,1205,540,38_d
ADS22,2671146.2822265625,37-39,1200,789,39_d
ADS22,2682154.281738281,37-39,943,798,39_c
ADS22,2683298.281738281,37-39,1525,929,continue
ADS22,2703794.2822265625,40-42,490,263,40_a
ADS22,2714618.2822265625,40-42,490,539,41_a
ADS22,2723450.281738281,40-42,960,545,41_c
ADS22,2725538.2822265625,40-42,709,554,41_b
ADS22,2729826.2822265625,40-42,484,571,41_a
ADS22,2737386.2822265625,40-42,723,570,41_b
ADS22,2745050.2822265625,40-42,495,578,41_a
ADS22,2757834.2822265625,40-42,961,810,42_c
ADS22,2760226.281738281,40-42,1540,913,continue
ADS22,2771849.2822265625,43-45,1206,273,43_d
ADS22,2858186.2822265625,46-48,1221,237,46_d
ADS22,2867130.2822265625,46-48,705,511,47_b
ADS22,2886570.2822265625,46-48,711,806,48_b
ADS22,2889186.2822265625,46-48,1536,931,continue
ADS22,2896634.2817382812,49-51,718,289,49_b
ADS22,2916289.2822265625,49-51,959,539,50_c
ADS22,2923426.2822265625,49-51,469,798,51_a
ADS22,2935274.2822265625,49-51,1508,930,continue
ADS22,2948049.2822265625,52-54,1198,302,52_d
ADS22,2964625.2822265625,52-54,466,522,53_a
ADS22,2975377.2822265625,52-54,479,792,54_a
ADS22,2976953.2822265625,52-54,1526,929,continue
ADS22,2999162.2822265625,55-56,929,272,55_c
ADS22,3030906.2822265625,55-56,1421,577,56_e
AFB09,7641046.522949219,1-3,1196,243,1_d
AFB09,7644934.522949219,1-3,722,465,2_b
AFB09,7647814.522949219,1-3,1441,694,3_e
AFB09,7648414.522949219,1-3,1517,831,continue
AFB09,7651862.522949219,4-6,481,225,4_a
AFB09,7657230.522949219,4-6,1442,457,5_e
AFB09,7665453.5234375,4-6,715,682,6_b
AFB09,7666293.522949219,4-6,1528,823,continue
AFB09,7678014.522949219,7-9,965,228,7_c
AFB09,7683606.522949219,7-9,965,455,8_c
AFB09,7701582.522949219,7-9,1198,680,9_d
AFB09,7702622.522949219,7-9,1546,819,continue
AFB09,7713814.522949219,10-12,479,220,10_a
AFB09,7725462.522949219,10-12,724,454,11_b
AFB09,7738094.522949219,10-12,480,689,12_a
AFB09,7739510.522949219,10-12,1500,813,continue
AFB09,7743206.522949219,10-12,1521,825,continue
AFB09,7764926.522949219,13-15,964,227,13_c
AFB09,7805438.522949219,13-15,1199,457,14_d
AFB09,7875805.522949219,13-15,1437,682,15_e
AFB09,7900926.522949219,16-20,1484,161,16_d
AFB09,7905149.522949219,16-20,1337,294,17_a
AFB09,7908765.522949219,16-20,1388,431,18_b
AFB09,7918117.5234375,16-20,1336,563,19_a
AFB09,7922365.522949219,16-20,1534,702,20_e
AFB09,7923069.522949219,16-20,1544,849,continue
AFB09,7932821.5234375,21-25,1436,157,21_c
AFB09,7942125.522949219,21-25,1388,293,22_b
AFB09,7950733.522949219,21-25,1338,430,23_a
AFB09,7969581.522949219,21-25,1386,566,24_b
AFB09,7987893.522949219,21-25,1538,705,25_e
AFB09,7988501.522949219,21-25,1536,856,continue
AFB09,8013413.5234375,26-30,1343,161,26_a
AFB09,8023365.522949219,26-30,1544,292,27_e
AFB09,8049181.522949219,26-30,1431,159,26_c
AFB09,8060260.522949219,26-30,1490,430,28_d
AFB09,8082692.522949219,26-30,1486,567,29_d
AFB09,8092116.5234375,26-30,1387,700,30_b
AFB09,8095732.522949219,26-30,1527,880,not on any aoi
AFB09,8097628.522949219,26-30,1522,860,continue
AFB09,8103852.522949219,26-30,1478,841,not on any aoi
AFB09,8104220.522949219,26-30,1324,824,not on any aoi
AFB09,8104628.522949219,26-30,1370,914,not on any aoi
AFB09,8105076.522949219,26-30,1566,902,not on any aoi
AFB09,8105572.522949219,26-30,1567,861,continue
AFB09,8108972.5234375,26-30,1534,296,27_e
AFB09,8109508.522949219,26-30,1533,294,27_e
AFB09,8110420.5234375,26-30,1652,524,not on any aoi
AFB09,8111604.5234375,26-30,1389,699,30_b
AFB09,8112036.522949219,26-30,1389,699,30_b
AFB09,8112668.522949219,26-30,1400,840,not on any aoi
AFB09,8157461.522949219,31-33,725,272,31_b
AFB09,8159621.522949219,31-33,954,540,32_c
AFB09,8162557.522949219,31-33,722,802,33_b
AFB09,8163373.522949219,31-33,1534,937,continue
AFB09,8166396.522949219,34-36,1206,271,34_d
AFB09,8173596.522949219,34-36,1207,536,35_d
AFB09,8176884.522949219,34-36,481,807,36_a
AFB09,8178844.522949219,34-36,1528,932,continue
AFB09,8186020.522949219,37-39,1441,271,37_e
AFB09,8191437.522949219,37-39,1201,530,38_d
AFB09,8203436.522949219,37-39,960,801,39_c
AFB09,8204452.5234375,37-39,1526,938,continue
AFB09,8219093.522949219,40-42,485,273,40_a
AFB09,8242677.522949219,40-42,723,535,41_b
AFB09,8285029.522949219,40-42,725,799,42_b
AFB09,8287388.522949219,40-42,1551,916,continue
AFB09,8309004.522949219,43-45,1204,265,43_d
AFB09,8310068.522949219,43-45,961,275,43_c
AFB09,8310972.5234375,43-45,1036,272,43_c
AFB09,8323604.5234375,43-45,1199,268,43_d
AFB09,8324348.522949219,43-45,1082,410,not on any aoi
AFB09,8331875.5224609375,43-45,480,523,44_a
AFB09,8333155.522949219,43-45,967,525,44_c
AFB09,8410139.522949219,46-48,483,241,46_a
AFB09,8425707.522949219,46-48,1195,507,47_d
AFB09,8464907.522949219,46-48,1196,777,48_d
AFB09,8465851.522949219,46-48,1534,927,continue
AFB09,8496772.522949219,49-51,723,509,50_b
AFB09,8534884.522949219,49-51,1437,767,51_e
AFB09,8551476.522949219,49-51,962,239,49_c
AFB09,8552636.5234375,49-51,1554,936,continue
AFB09,8565300.522949219,52-54,727,237,52_b
AGH13,486393.3090820313,1-3,1198,238,1_d
AGH13,489465.3090820313,1-3,722,463,2_b
AGH13,492913.3090820313,1-3,1443,698,3_e
AGH13,495769.30859375,1-3,1550,837,continue
AGH13,499056.3090820313,4-6,500,262,4_a
AGH13,504800.3090820313,4-6,1458,507,5_e
AGH13,513640.3090820313,4-6,715,729,6_b
AGH13,516800.3090820313,4-6,1520,824,continue
AGH13,521936.3090820313,7-9,963,259,7_c
AGH13,530280.3090820311,7-9,949,503,8_c
AGH13,536168.3090820311,7-9,1187,742,9_d
AGH13,538280.3090820311,7-9,1556,828,continue
AGH13,550376.3090820311,10-12,482,283,10_a
AGH13,559168.3090820311,10-12,720,504,11_b
AGH13,578744.3090820311,10-12,490,703,12_a
AGH13,583488.3090820311,10-12,1547,817,continue
AGH13,609144.3090820311,13-15,489,284,13_a
AGH13,614328.3090820311,13-15,489,284,13_a
AGH13,615312.3090820311,13-15,989,275,13_c
AGH13,645712.3090820311,13-15,1195,495,14_d
AGH13,671328.3090820311,13-15,1455,725,15_e
AGH13,751600.3090820312,16-20,1488,162,16_d
